Order ID,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode,Order Date,CustomerName,State,City,Year-Month,Year,Month,Month_Name,Quarter,Profit_Margin,Avg_Unit_Price
B-26932,4364,148,18,Furniture,Tables,EMI,2022-07-15,Michael Rodriguez,Ohio,Cincinnati,2022-07,2022,7,July,3,3.39,242.44
B-26932,736,286,12,Office Supplies,Pens,EMI,2022-07-15,Michael Rodriguez,Ohio,Cincinnati,2022-07,2022,7,July,3,38.86,61.33
B-25241,9905,633,17,Office Supplies,Pens,EMI,2021-07-18,John Munoz,Texas,Dallas,2021-07,2021,7,July,3,6.39,582.65
B-25241,9905,633,17,Office Supplies,Pens,EMI,2021-10-02,David Clark,Florida,Tampa,2021-10,2021,10,October,4,6.39,582.65
B-25044,2493,1221,9,Office Supplies,Paper,Credit Card,2024-04-16,April Welch,Illinois,Springfield,2024-04,2024,4,April,2,48.98,277.0
B-25044,9849,963,1,Office Supplies,Pens,Credit Card,2024-04-16,April Welch,Illinois,Springfield,2024-04,2024,4,April,2,9.78,9849.0
B-26137,3423,804,4,Electronics,Printers,Credit Card,2020-07-09,Alan Livingston,Illinois,Peoria,2020-07,2020,7,July,3,23.49,855.75
B-26137,3423,804,4,Electronics,Printers,Credit Card,2020-07-25,Angela Jackson,Texas,Dallas,2020-07,2020,7,July,3,23.49,855.75
B-26137,3423,804,4,Electronics,Printers,Credit Card,2024-01-24,Amy Williams,Texas,Austin,2024-01,2024,1,January,1,23.49,855.75
B-26137,3423,804,4,Electronics,Printers,Credit Card,2020-05-04,Laura Jordan,Texas,Dallas,2020-05,2020,5,May,2,23.49,855.75
B-26137,3423,804,4,Electronics,Printers,Credit Card,2021-11-13,Richard Maynard,Ohio,Cincinnati,2021-11,2021,11,November,4,23.49,855.75
B-25545,3900,115,9,Furniture,Chairs,COD,2023-10-07,Lawrence Oliver,Illinois,Springfield,2023-10,2023,10,October,4,2.95,433.33
B-26800,8568,2419,11,Electronics,Electronic Games,UPI,2021-10-23,Anthony Williams,New York,Rochester,2021-10,2021,10,October,4,28.23,778.91
B-26800,3283,71,6,Office Supplies,Pens,EMI,2021-10-23,Anthony Williams,New York,Rochester,2021-10,2021,10,October,4,2.16,547.17
B-26987,7643,3720,19,Electronics,Electronic Games,EMI,2022-07-18,Lynn Matthews,Texas,Dallas,2022-07,2022,7,July,3,48.67,402.26
B-26144,3461,1537,15,Furniture,Sofas,EMI,2024-08-23,Andrew Griffin,Illinois,Chicago,2024-08,2024,8,August,3,44.41,230.73
B-26144,5714,1438,6,Electronics,Electronic Games,Credit Card,2024-08-23,Andrew Griffin,Illinois,Chicago,2024-08,2024,8,August,3,25.17,952.33
B-26144,3853,1457,10,Office Supplies,Binders,COD,2024-08-23,Andrew Griffin,Illinois,Chicago,2024-08,2024,8,August,3,37.81,385.3
B-25406,6016,431,20,Office Supplies,Pens,UPI,2020-10-28,Megan Williams,Illinois,Chicago,2020-10,2020,10,October,4,7.16,300.8
B-25658,1290,204,12,Office Supplies,Markers,UPI,2024-06-15,Alison Martin,New York,Buffalo,2024-06,2024,6,June,2,15.81,107.5
B-25658,1290,204,12,Office Supplies,Markers,UPI,2024-12-19,Samuel Wallace,California,San Francisco,2024-12,2024,12,December,4,15.81,107.5
B-25733,4569,1693,10,Electronics,Printers,UPI,2020-09-04,Manuel Stark,Illinois,Springfield,2020-09,2020,9,September,3,37.05,456.9
B-26993,3083,1151,16,Furniture,Bookcases,Debit Card,2022-04-16,William Villarreal,Florida,Orlando,2022-04,2022,4,April,2,37.33,192.69
B-26964,3522,898,15,Office Supplies,Pens,Credit Card,2024-08-29,Brandon Kirk,Ohio,Cleveland,2024-08,2024,8,August,3,25.5,234.8
B-26964,3522,898,15,Office Supplies,Pens,Credit Card,2022-01-14,Abigail Brown,California,Los Angeles,2022-01,2022,1,January,1,25.5,234.8
B-26955,7301,3602,3,Office Supplies,Binders,Debit Card,2024-04-07,Kristine Carter,Texas,Houston,2024-04,2024,4,April,2,49.34,2433.67
B-26059,4462,121,8,Electronics,Laptops,COD,2022-04-24,Wesley Deleon,Illinois,Springfield,2022-04,2022,4,April,2,2.71,557.75
B-26059,6212,1881,17,Electronics,Phones,COD,2022-04-24,Wesley Deleon,Illinois,Springfield,2022-04,2022,4,April,2,30.28,365.41
B-26806,4027,1386,3,Furniture,Bookcases,EMI,2020-08-27,Laura Cole,Florida,Tampa,2020-08,2020,8,August,3,34.42,1342.33
B-26299,1676,330,14,Electronics,Laptops,EMI,2023-03-01,Lauren Harris,Ohio,Cleveland,2023-03,2023,3,March,1,19.69,119.71
B-26299,3927,1133,12,Furniture,Bookcases,COD,2023-03-01,Lauren Harris,Ohio,Cleveland,2023-03,2023,3,March,1,28.85,327.25
B-26299,2776,887,9,Electronics,Phones,Debit Card,2023-03-01,Lauren Harris,Ohio,Cleveland,2023-03,2023,3,March,1,31.95,308.44
B-26743,7684,1157,12,Furniture,Sofas,COD,2020-10-02,Cameron Miller,Illinois,Chicago,2020-10,2020,10,October,4,15.06,640.33
B-26743,7684,1157,12,Furniture,Sofas,COD,2020-06-23,Jacob Carpenter,New York,Buffalo,2020-06,2020,6,June,2,15.06,640.33
B-26743,7684,1157,12,Furniture,Sofas,COD,2023-08-21,Pamela Callahan DVM,Ohio,Columbus,2023-08,2023,8,August,3,15.06,640.33
B-26757,6008,2498,17,Electronics,Phones,Credit Card,2022-07-16,William Ruiz,Florida,Miami,2022-07,2022,7,July,3,41.58,353.41
B-26772,7344,2598,20,Furniture,Bookcases,COD,2022-08-01,Paula Marshall,Texas,Dallas,2022-08,2022,8,August,3,35.38,367.2
B-26088,6932,3218,20,Office Supplies,Pens,COD,2020-07-16,Natalie Cox,Florida,Orlando,2020-07,2020,7,July,3,46.42,346.6
B-26319,7748,1706,16,Electronics,Electronic Games,EMI,2020-05-02,Andrew Fernandez,Ohio,Cincinnati,2020-05,2020,5,May,2,22.02,484.25
B-26319,6381,2763,20,Office Supplies,Markers,UPI,2020-05-02,Andrew Fernandez,Ohio,Cincinnati,2020-05,2020,5,May,2,43.3,319.05
B-26319,992,64,6,Electronics,Phones,Credit Card,2020-05-02,Andrew Fernandez,Ohio,Cincinnati,2020-05,2020,5,May,2,6.45,165.33
B-25364,8649,2631,13,Electronics,Laptops,EMI,2024-01-10,Alisha Saunders,California,San Francisco,2024-01,2024,1,January,1,30.42,665.31
B-25364,8649,2631,13,Electronics,Laptops,EMI,2020-09-30,Travis Chandler DDS,New York,Rochester,2020-09,2020,9,September,3,30.42,665.31
B-25655,4099,52,18,Electronics,Laptops,UPI,2022-03-28,Russell Austin,New York,New York City,2022-03,2022,3,March,1,1.27,227.72
B-26864,2539,324,5,Electronics,Electronic Games,UPI,2021-01-30,Collin Cameron,California,San Francisco,2021-01,2021,1,January,1,12.76,507.8
B-26019,9845,3062,9,Office Supplies,Paper,COD,2025-03-14,Elizabeth Hernandez,Florida,Orlando,2025-03,2025,3,March,1,31.1,1093.89
B-25849,2901,1411,2,Office Supplies,Paper,Debit Card,2021-10-26,William Russell,Texas,Austin,2021-10,2021,10,October,4,48.64,1450.5
B-25849,2901,1411,2,Office Supplies,Paper,Debit Card,2023-01-11,Sheri Berg,California,Los Angeles,2023-01,2023,1,January,1,48.64,1450.5
B-25849,6934,1152,6,Office Supplies,Pens,Credit Card,2021-10-26,William Russell,Texas,Austin,2021-10,2021,10,October,4,16.61,1155.67
B-25849,6934,1152,6,Office Supplies,Pens,Credit Card,2023-01-11,Sheri Berg,California,Los Angeles,2023-01,2023,1,January,1,16.61,1155.67
B-25829,9640,2606,2,Furniture,Bookcases,Credit Card,2021-10-31,Anthony Barnett,Illinois,Peoria,2021-10,2021,10,October,4,27.03,4820.0
B-26065,7930,1981,13,Furniture,Chairs,Credit Card,2023-05-04,Kaitlyn Flores,Ohio,Cleveland,2023-05,2023,5,May,2,24.98,610.0
B-26065,7930,1981,13,Furniture,Chairs,Credit Card,2024-08-09,Rebecca Owen,Illinois,Springfield,2024-08,2024,8,August,3,24.98,610.0
B-25267,9894,829,1,Office Supplies,Binders,COD,2022-08-21,Michael Bell,California,San Diego,2022-08,2022,8,August,3,8.38,9894.0
B-25267,4534,2235,4,Furniture,Tables,COD,2022-08-21,Michael Bell,California,San Diego,2022-08,2022,8,August,3,49.29,1133.5
B-25972,4911,186,20,Electronics,Phones,Debit Card,2022-06-19,Willie Huynh,New York,Buffalo,2022-06,2022,6,June,2,3.79,245.55
B-25972,531,189,20,Furniture,Bookcases,Debit Card,2022-06-19,Willie Huynh,New York,Buffalo,2022-06,2022,6,June,2,35.59,26.55
B-25511,9707,3483,10,Electronics,Electronic Games,EMI,2025-01-29,Samuel Hayes,Illinois,Peoria,2025-01,2025,1,January,1,35.88,970.7
B-25511,8521,2584,7,Office Supplies,Paper,COD,2025-01-29,Samuel Hayes,Illinois,Peoria,2025-01,2025,1,January,1,30.33,1217.29
B-25744,8438,3427,12,Office Supplies,Binders,Credit Card,2022-01-14,Sherry Tran,New York,Buffalo,2022-01,2022,1,January,1,40.61,703.17
B-25744,1689,109,9,Electronics,Electronic Games,UPI,2022-01-14,Sherry Tran,New York,Buffalo,2022-01,2022,1,January,1,6.45,187.67
B-25744,3936,1626,14,Office Supplies,Paper,COD,2022-01-14,Sherry Tran,New York,Buffalo,2022-01,2022,1,January,1,41.31,281.14
B-26805,7664,1753,19,Electronics,Phones,Debit Card,2023-06-15,Heather Gray,Ohio,Cincinnati,2023-06,2023,6,June,2,22.87,403.37
B-25620,721,258,13,Electronics,Laptops,Debit Card,2023-10-18,Benjamin Meadows,Illinois,Peoria,2023-10,2023,10,October,4,35.78,55.46
B-25620,721,258,13,Electronics,Laptops,Debit Card,2022-06-13,Micheal Graham,New York,Buffalo,2022-06,2022,6,June,2,35.78,55.46
B-25620,8364,3055,17,Electronics,Laptops,Credit Card,2023-10-18,Benjamin Meadows,Illinois,Peoria,2023-10,2023,10,October,4,36.53,492.0
B-25620,8364,3055,17,Electronics,Laptops,Credit Card,2022-06-13,Micheal Graham,New York,Buffalo,2022-06,2022,6,June,2,36.53,492.0
B-25620,5234,2021,15,Furniture,Bookcases,EMI,2023-10-18,Benjamin Meadows,Illinois,Peoria,2023-10,2023,10,October,4,38.61,348.93
B-25620,5234,2021,15,Furniture,Bookcases,EMI,2022-06-13,Micheal Graham,New York,Buffalo,2022-06,2022,6,June,2,38.61,348.93
B-25325,3944,1559,18,Electronics,Phones,Credit Card,2024-06-12,Jean Jackson,California,San Francisco,2024-06,2024,6,June,2,39.53,219.11
B-25325,6711,1045,12,Office Supplies,Pens,Credit Card,2024-06-12,Jean Jackson,California,San Francisco,2024-06,2024,6,June,2,15.57,559.25
B-25325,5031,714,4,Furniture,Tables,Credit Card,2024-06-12,Jean Jackson,California,San Francisco,2024-06,2024,6,June,2,14.19,1257.75
B-25325,6295,2469,14,Office Supplies,Binders,EMI,2024-06-12,Jean Jackson,California,San Francisco,2024-06,2024,6,June,2,39.22,449.64
B-25131,9654,4111,1,Office Supplies,Paper,UPI,2022-06-27,Timothy Murphy,California,San Francisco,2022-06,2022,6,June,2,42.58,9654.0
B-25131,3112,1065,20,Office Supplies,Binders,COD,2022-06-27,Timothy Murphy,California,San Francisco,2022-06,2022,6,June,2,34.22,155.6
B-26654,7838,1142,13,Electronics,Phones,UPI,2021-02-18,Mrs. Jennifer Lewis,California,San Francisco,2021-02,2021,2,February,1,14.57,602.92
B-26654,9300,3146,6,Electronics,Phones,Credit Card,2021-02-18,Mrs. Jennifer Lewis,California,San Francisco,2021-02,2021,2,February,1,33.83,1550.0
B-26654,1733,133,17,Office Supplies,Paper,Debit Card,2021-02-18,Mrs. Jennifer Lewis,California,San Francisco,2021-02,2021,2,February,1,7.67,101.94
B-26195,874,235,15,Office Supplies,Binders,Debit Card,2023-05-29,Bryan Brown,New York,Rochester,2023-05,2023,5,May,2,26.89,58.27
B-26195,874,235,15,Office Supplies,Binders,Debit Card,2021-06-04,Christopher Johnson,Florida,Miami,2021-06,2021,6,June,2,26.89,58.27
B-25842,1248,584,13,Office Supplies,Pens,EMI,2024-01-22,Christina Conner,Ohio,Columbus,2024-01,2024,1,January,1,46.79,96.0
B-25842,1248,584,13,Office Supplies,Pens,EMI,2022-12-27,Luis Luna,California,San Francisco,2022-12,2022,12,December,4,46.79,96.0
B-25842,3669,154,14,Office Supplies,Markers,EMI,2024-01-22,Christina Conner,Ohio,Columbus,2024-01,2024,1,January,1,4.2,262.07
B-25842,3669,154,14,Office Supplies,Markers,EMI,2022-12-27,Luis Luna,California,San Francisco,2022-12,2022,12,December,4,4.2,262.07
B-25842,514,109,15,Office Supplies,Paper,Debit Card,2024-01-22,Christina Conner,Ohio,Columbus,2024-01,2024,1,January,1,21.21,34.27
B-25842,514,109,15,Office Supplies,Paper,Debit Card,2022-12-27,Luis Luna,California,San Francisco,2022-12,2022,12,December,4,21.21,34.27
B-25851,3273,85,16,Electronics,Phones,UPI,2024-03-30,Julie Chavez,Ohio,Cincinnati,2024-03,2024,3,March,1,2.6,204.56
B-25427,5035,2008,2,Furniture,Chairs,COD,2020-04-04,Richard Blair,Florida,Miami,2020-04,2020,4,April,2,39.88,2517.5
B-25427,7702,60,19,Electronics,Printers,UPI,2020-04-04,Richard Blair,Florida,Miami,2020-04,2020,4,April,2,0.78,405.37
B-25427,9884,4446,7,Electronics,Printers,EMI,2020-04-04,Richard Blair,Florida,Miami,2020-04,2020,4,April,2,44.98,1412.0
B-26224,5564,175,11,Electronics,Laptops,COD,2023-01-22,Mitchell Lester,Illinois,Chicago,2023-01,2023,1,January,1,3.15,505.82
B-26224,5564,175,11,Electronics,Laptops,COD,2022-04-12,Mr. John Tyler PhD,Texas,Houston,2022-04,2022,4,April,2,3.15,505.82
B-26224,5564,175,11,Electronics,Laptops,COD,2023-12-13,Juan Kelly,Florida,Miami,2023-12,2023,12,December,4,3.15,505.82
B-26224,3953,1776,15,Electronics,Electronic Games,UPI,2023-01-22,Mitchell Lester,Illinois,Chicago,2023-01,2023,1,January,1,44.93,263.53
B-26224,3953,1776,15,Electronics,Electronic Games,UPI,2022-04-12,Mr. John Tyler PhD,Texas,Houston,2022-04,2022,4,April,2,44.93,263.53
B-26224,3953,1776,15,Electronics,Electronic Games,UPI,2023-12-13,Juan Kelly,Florida,Miami,2023-12,2023,12,December,4,44.93,263.53
B-26896,6488,1591,18,Electronics,Printers,EMI,2023-05-24,Morgan Mccarthy,Texas,Dallas,2023-05,2023,5,May,2,24.52,360.44
B-26896,6488,1591,18,Electronics,Printers,EMI,2020-11-29,Morgan Sullivan,Texas,Houston,2020-11,2020,11,November,4,24.52,360.44
B-26469,7856,3699,17,Electronics,Electronic Games,UPI,2021-03-24,Eric Clark,Florida,Orlando,2021-03,2021,3,March,1,47.09,462.12
B-26469,1165,51,3,Office Supplies,Pens,EMI,2021-03-24,Eric Clark,Florida,Orlando,2021-03,2021,3,March,1,4.38,388.33
B-26219,9386,2555,20,Office Supplies,Markers,Credit Card,2020-08-19,Mark Padilla,California,San Diego,2020-08,2020,8,August,3,27.22,469.3
B-26219,9386,2555,20,Office Supplies,Markers,Credit Card,2022-10-20,Anthony Lane,Ohio,Cleveland,2022-10,2022,10,October,4,27.22,469.3
B-26119,3956,142,12,Office Supplies,Pens,Debit Card,2023-09-20,Jeffrey Henderson,Florida,Tampa,2023-09,2023,9,September,3,3.59,329.67
B-26119,3956,142,12,Office Supplies,Pens,Debit Card,2024-12-26,Michelle Hardy,Texas,Dallas,2024-12,2024,12,December,4,3.59,329.67
B-26119,6449,2628,11,Furniture,Bookcases,EMI,2023-09-20,Jeffrey Henderson,Florida,Tampa,2023-09,2023,9,September,3,40.75,586.27
B-26119,6449,2628,11,Furniture,Bookcases,EMI,2024-12-26,Michelle Hardy,Texas,Dallas,2024-12,2024,12,December,4,40.75,586.27
B-26988,6255,437,18,Office Supplies,Markers,COD,2021-12-03,Ms. Barbara Cervantes,New York,Rochester,2021-12,2021,12,December,4,6.99,347.5
B-26988,2109,681,20,Electronics,Electronic Games,UPI,2021-12-03,Ms. Barbara Cervantes,New York,Rochester,2021-12,2021,12,December,4,32.29,105.45
B-25596,6707,1041,20,Electronics,Phones,Credit Card,2021-09-14,Steven Proctor,Texas,Austin,2021-09,2021,9,September,3,15.52,335.35
B-26845,7633,184,13,Office Supplies,Pens,COD,2021-09-30,Shannon Patterson,Illinois,Springfield,2021-09,2021,9,September,3,2.41,587.15
B-25099,975,224,18,Office Supplies,Pens,COD,2021-12-22,William Valdez,California,San Diego,2021-12,2021,12,December,4,22.97,54.17
B-25099,4492,1450,7,Furniture,Tables,EMI,2021-12-22,William Valdez,California,San Diego,2021-12,2021,12,December,4,32.28,641.71
B-25099,7957,2834,12,Furniture,Chairs,UPI,2021-12-22,William Valdez,California,San Diego,2021-12,2021,12,December,4,35.62,663.08
B-26153,4906,975,7,Furniture,Tables,Debit Card,2022-05-18,Laura Yu,Texas,Houston,2022-05,2022,5,May,2,19.87,700.86
B-25060,1379,250,3,Office Supplies,Pens,Credit Card,2020-10-08,Jonathan Mcmillan,New York,Buffalo,2020-10,2020,10,October,4,18.13,459.67
B-25060,4244,340,10,Electronics,Laptops,Debit Card,2020-10-08,Jonathan Mcmillan,New York,Buffalo,2020-10,2020,10,October,4,8.01,424.4
B-26572,5911,2333,14,Furniture,Bookcases,EMI,2022-08-20,Austin Davis,California,San Diego,2022-08,2022,8,August,3,39.47,422.21
B-26572,5911,2333,14,Furniture,Bookcases,EMI,2024-11-25,Mark Roy,California,San Francisco,2024-11,2024,11,November,4,39.47,422.21
B-26572,1818,738,11,Office Supplies,Markers,EMI,2022-08-20,Austin Davis,California,San Diego,2022-08,2022,8,August,3,40.59,165.27
B-26572,1818,738,11,Office Supplies,Markers,EMI,2024-11-25,Mark Roy,California,San Francisco,2024-11,2024,11,November,4,40.59,165.27
B-25919,2140,970,4,Office Supplies,Paper,Credit Card,2020-09-30,Jillian Williams,California,San Diego,2020-09,2020,9,September,3,45.33,535.0
B-25919,2140,970,4,Office Supplies,Paper,Credit Card,2025-02-20,Rebekah Carter,Florida,Orlando,2025-02,2025,2,February,1,45.33,535.0
B-25919,2140,970,4,Office Supplies,Paper,Credit Card,2022-03-20,Jonathan Reed,California,San Francisco,2022-03,2022,3,March,1,45.33,535.0
B-25919,2670,1026,1,Electronics,Laptops,Debit Card,2020-09-30,Jillian Williams,California,San Diego,2020-09,2020,9,September,3,38.43,2670.0
B-25919,2670,1026,1,Electronics,Laptops,Debit Card,2025-02-20,Rebekah Carter,Florida,Orlando,2025-02,2025,2,February,1,38.43,2670.0
B-25919,2670,1026,1,Electronics,Laptops,Debit Card,2022-03-20,Jonathan Reed,California,San Francisco,2022-03,2022,3,March,1,38.43,2670.0
B-26978,1108,167,18,Electronics,Laptops,Debit Card,2025-03-07,Roger Harris,Illinois,Springfield,2025-03,2025,3,March,1,15.07,61.56
B-26978,9776,3750,9,Office Supplies,Binders,UPI,2025-03-07,Roger Harris,Illinois,Springfield,2025-03,2025,3,March,1,38.36,1086.22
B-26978,535,72,6,Furniture,Bookcases,COD,2025-03-07,Roger Harris,Illinois,Springfield,2025-03,2025,3,March,1,13.46,89.17
B-26554,7564,3463,5,Office Supplies,Paper,Credit Card,2024-06-16,Louis Jimenez,Florida,Tampa,2024-06,2024,6,June,2,45.78,1512.8
B-26554,7564,3463,5,Office Supplies,Paper,Credit Card,2020-11-21,Jessica Jones,Illinois,Peoria,2020-11,2020,11,November,4,45.78,1512.8
B-26554,7564,3463,5,Office Supplies,Paper,Credit Card,2024-10-01,Renee Gomez,Florida,Miami,2024-10,2024,10,October,4,45.78,1512.8
B-26554,7564,3463,5,Office Supplies,Paper,Credit Card,2024-07-01,Connie Olson,Texas,Houston,2024-07,2024,7,July,3,45.78,1512.8
B-26554,3409,1605,20,Electronics,Electronic Games,UPI,2024-06-16,Louis Jimenez,Florida,Tampa,2024-06,2024,6,June,2,47.08,170.45
B-26554,3409,1605,20,Electronics,Electronic Games,UPI,2020-11-21,Jessica Jones,Illinois,Peoria,2020-11,2020,11,November,4,47.08,170.45
B-26554,3409,1605,20,Electronics,Electronic Games,UPI,2024-10-01,Renee Gomez,Florida,Miami,2024-10,2024,10,October,4,47.08,170.45
B-26554,3409,1605,20,Electronics,Electronic Games,UPI,2024-07-01,Connie Olson,Texas,Houston,2024-07,2024,7,July,3,47.08,170.45
B-26883,9751,2459,13,Office Supplies,Pens,COD,2020-11-23,Christian Jones,New York,Buffalo,2020-11,2020,11,November,4,25.22,750.08
B-25423,6385,2656,11,Electronics,Printers,Credit Card,2023-03-18,Matthew Kelley,Florida,Orlando,2023-03,2023,3,March,1,41.6,580.45
B-25423,6385,2656,11,Electronics,Printers,Credit Card,2022-10-19,Candace Martinez,Florida,Tampa,2022-10,2022,10,October,4,41.6,580.45
B-26324,6355,1335,15,Electronics,Electronic Games,Debit Card,2023-08-31,Jacob Mann,Texas,Austin,2023-08,2023,8,August,3,21.01,423.67
B-26324,6355,1335,15,Electronics,Electronic Games,Debit Card,2021-06-06,Keith Reese,Texas,Austin,2021-06,2021,6,June,2,21.01,423.67
B-26945,7377,320,15,Electronics,Printers,Debit Card,2022-12-21,Aaron Jones,Texas,Austin,2022-12,2022,12,December,4,4.34,491.8
B-26945,2054,371,12,Office Supplies,Markers,EMI,2022-12-21,Aaron Jones,Texas,Austin,2022-12,2022,12,December,4,18.06,171.17
B-26405,7497,319,18,Furniture,Chairs,COD,2024-02-12,Christopher Brooks,Illinois,Peoria,2024-02,2024,2,February,1,4.26,416.5
B-26046,2565,983,20,Electronics,Electronic Games,Debit Card,2022-12-05,Charles Moore,Florida,Miami,2022-12,2022,12,December,4,38.32,128.25
B-26046,5024,1544,19,Office Supplies,Pens,COD,2022-12-05,Charles Moore,Florida,Miami,2022-12,2022,12,December,4,30.73,264.42
B-25746,8243,1346,15,Office Supplies,Binders,Debit Card,2021-04-04,Manuel Walls,Texas,Houston,2021-04,2021,4,April,2,16.33,549.53
B-25232,7792,1403,13,Office Supplies,Paper,UPI,2021-02-12,Darren Moore,Illinois,Peoria,2021-02,2021,2,February,1,18.01,599.38
B-25232,7792,1403,13,Office Supplies,Paper,UPI,2022-12-27,Stephanie Thomas,New York,Rochester,2022-12,2022,12,December,4,18.01,599.38
B-25232,7792,1403,13,Office Supplies,Paper,UPI,2024-01-19,Kristy Hernandez,California,San Diego,2024-01,2024,1,January,1,18.01,599.38
B-25232,2346,388,14,Furniture,Chairs,Debit Card,2021-02-12,Darren Moore,Illinois,Peoria,2021-02,2021,2,February,1,16.54,167.57
B-25232,2346,388,14,Furniture,Chairs,Debit Card,2022-12-27,Stephanie Thomas,New York,Rochester,2022-12,2022,12,December,4,16.54,167.57
B-25232,2346,388,14,Furniture,Chairs,Debit Card,2024-01-19,Kristy Hernandez,California,San Diego,2024-01,2024,1,January,1,16.54,167.57
B-25591,7346,1043,10,Furniture,Sofas,Credit Card,2022-12-25,Randy Johnson,Ohio,Columbus,2022-12,2022,12,December,4,14.2,734.6
B-25591,9770,4132,7,Electronics,Electronic Games,UPI,2022-12-25,Randy Johnson,Ohio,Columbus,2022-12,2022,12,December,4,42.29,1395.71
B-25591,7179,683,13,Electronics,Laptops,Credit Card,2022-12-25,Randy Johnson,Ohio,Columbus,2022-12,2022,12,December,4,9.51,552.23
B-26325,5449,2389,2,Electronics,Phones,UPI,2022-10-06,James Benitez,Florida,Miami,2022-10,2022,10,October,4,43.84,2724.5
B-25251,2895,104,6,Furniture,Chairs,COD,2020-04-27,Donald York,New York,Buffalo,2020-04,2020,4,April,2,3.59,482.5
B-25251,2895,104,6,Furniture,Chairs,COD,2024-05-13,Tiffany Parker,Texas,Houston,2024-05,2024,5,May,2,3.59,482.5
B-25251,697,116,1,Furniture,Chairs,UPI,2020-04-27,Donald York,New York,Buffalo,2020-04,2020,4,April,2,16.64,697.0
B-25251,697,116,1,Furniture,Chairs,UPI,2024-05-13,Tiffany Parker,Texas,Houston,2024-05,2024,5,May,2,16.64,697.0
B-25464,6145,1414,4,Furniture,Chairs,COD,2020-10-23,Melissa Mcknight,California,Los Angeles,2020-10,2020,10,October,4,23.01,1536.25
B-25464,2504,440,18,Electronics,Printers,UPI,2020-10-23,Melissa Mcknight,California,Los Angeles,2020-10,2020,10,October,4,17.57,139.11
B-25464,3124,138,16,Electronics,Phones,Debit Card,2020-10-23,Melissa Mcknight,California,Los Angeles,2020-10,2020,10,October,4,4.42,195.25
B-26678,6934,1226,1,Electronics,Electronic Games,Debit Card,2021-06-11,Mr. Jack Mercado,Ohio,Cincinnati,2021-06,2021,6,June,2,17.68,6934.0
B-26678,6934,1226,1,Electronics,Electronic Games,Debit Card,2021-09-08,Christian Jones,New York,Rochester,2021-09,2021,9,September,3,17.68,6934.0
B-25962,4202,1171,3,Office Supplies,Markers,COD,2022-11-23,Rachel Fisher,Illinois,Peoria,2022-11,2022,11,November,4,27.87,1400.67
B-25962,4202,1171,3,Office Supplies,Markers,COD,2022-10-31,Donald Moore,New York,Rochester,2022-10,2022,10,October,4,27.87,1400.67
B-25962,4202,1171,3,Office Supplies,Markers,COD,2023-11-06,William Wu,Florida,Tampa,2023-11,2023,11,November,4,27.87,1400.67
B-25962,4202,1171,3,Office Supplies,Markers,COD,2023-11-12,Jesus Zuniga,Texas,Houston,2023-11,2023,11,November,4,27.87,1400.67
B-26586,2239,828,1,Electronics,Printers,UPI,2023-06-26,Michael Gallegos,California,Los Angeles,2023-06,2023,6,June,2,36.98,2239.0
B-26586,2239,828,1,Electronics,Printers,UPI,2023-09-30,Robert Daniels,Illinois,Chicago,2023-09,2023,9,September,3,36.98,2239.0
B-26586,2450,1002,4,Electronics,Phones,Debit Card,2023-06-26,Michael Gallegos,California,Los Angeles,2023-06,2023,6,June,2,40.9,612.5
B-26586,2450,1002,4,Electronics,Phones,Debit Card,2023-09-30,Robert Daniels,Illinois,Chicago,2023-09,2023,9,September,3,40.9,612.5
B-26841,9827,4208,13,Furniture,Chairs,Debit Card,2020-09-12,Jill Jones,New York,New York City,2020-09,2020,9,September,3,42.82,755.92
B-26841,8077,240,15,Furniture,Sofas,Credit Card,2020-09-12,Jill Jones,New York,New York City,2020-09,2020,9,September,3,2.97,538.47
B-26284,5152,2045,14,Electronics,Phones,UPI,2020-11-27,Elizabeth Miller,Illinois,Springfield,2020-11,2020,11,November,4,39.69,368.0
B-26284,5152,2045,14,Electronics,Phones,UPI,2022-08-25,Sabrina Clark,California,Los Angeles,2022-08,2022,8,August,3,39.69,368.0
B-26284,5152,2045,14,Electronics,Phones,UPI,2023-08-23,Larry Casey,Illinois,Chicago,2023-08,2023,8,August,3,39.69,368.0
B-26284,5152,2045,14,Electronics,Phones,UPI,2023-10-11,Daniel Burns,New York,Rochester,2023-10,2023,10,October,4,39.69,368.0
B-26478,2542,190,1,Office Supplies,Markers,Credit Card,2022-04-21,James Tanner,Texas,Houston,2022-04,2022,4,April,2,7.47,2542.0
B-26679,8102,1800,5,Office Supplies,Markers,UPI,2023-09-14,Leonard Gonzalez,California,San Francisco,2023-09,2023,9,September,3,22.22,1620.4
B-26679,8102,1800,5,Office Supplies,Markers,UPI,2020-04-29,Richard Lee,New York,Buffalo,2020-04,2020,4,April,2,22.22,1620.4
B-26679,8102,1800,5,Office Supplies,Markers,UPI,2020-12-15,Matthew Schroeder,Ohio,Cleveland,2020-12,2020,12,December,4,22.22,1620.4
B-26679,3234,1274,10,Furniture,Tables,EMI,2023-09-14,Leonard Gonzalez,California,San Francisco,2023-09,2023,9,September,3,39.39,323.4
B-26679,3234,1274,10,Furniture,Tables,EMI,2020-04-29,Richard Lee,New York,Buffalo,2020-04,2020,4,April,2,39.39,323.4
